Date,Close,High,Low,Open,Volume,RSI,SMA_20,SMA_50,EMA_20,EMA_50,MACD,Signal_Line,BB_High,BB_Low,Volume_SMA_20,Signal
2024-12-19,249.1888885498047,251.3935770141874,246.49538898335234,246.90440599607692,60882300,,,,,,,,,,,HOLD
2024-12-20,253.87759399414062,254.3863612366688,245.09876750312787,247.44310326755718,147495300,,,,,,,,,,,HOLD
2024-12-23,254.6557159423828,255.03479114956258,252.8400883307868,254.15691915529422,40858800,,,,,,,,,,,HOLD
2024-12-24,257.57867431640625,257.58862955018265,254.67565812568793,254.87518901917565,23234700,,,,,,,,,,,HOLD
2024-12-26,258.39666748046875,259.47408555117545,257.0100282923795,257.56867823862046,27237100,,,,,,,,,,,HOLD
2024-12-27,254.9749298095703,258.0774615569102,252.4510193654514,257.20952960207876,42355300,,,,,,,,,,,HOLD
2024-12-30,251.5930938720703,252.8899685500744,250.14658624824915,251.62302046123375,35557500,,,,,,,,,,,HOLD
2024-12-31,249.8173828125,252.670501064015,248.82975968702823,251.8325261089863,39480700,,,,,,,,,,,HOLD
2025-01-02,243.26319885253906,248.5005651105234,241.23808511721737,248.3309608077005,55740700,,,,,,,,,,,HOLD
2025-01-03,242.7743682861328,243.5923870862029,241.3079045417172,242.7743682861328,40244100,,,,,,,,,,,HOLD
2025-01-06,244.41041564941406,246.73481040856498,242.61474424512696,243.72207367593157,45045600,,,,,,,,,,,HOLD
2025-01-07,241.62713623046875,244.9590949760797,240.76920518354387,242.3952722906863,40856000,,,,,,,,,,,HOLD
2025-01-08,242.11593627929688,243.12351544341067,239.47231962725974,241.33781457710975,37628900,,,,,,,,,,,HOLD
2025-01-10,236.280029296875,239.58206138453855,232.4392881886217,239.4324132245663,61710900,24.351389260872338,,,,,,,,,,HOLD
2025-01-13,233.83592224121094,234.10527676213235,229.16719172961072,232.96802072299363,49630700,21.94600002522222,,,,,,,,,,HOLD
2025-01-14,232.71861267089844,235.55177458449063,231.9105643637605,234.1850763475817,39435300,20.928269240764735,,,,,,,,,,HOLD
2025-01-15,237.2975616455078,238.38495013235746,233.86583756026477,234.07533889356793,39832000,34.36233905197979,,,,,,,,,,HOLD
2025-01-16,227.710693359375,237.4372302632713,227.4812511099753,236.77883010316478,71759100,24.844913553824497,,,,,,,,,,HOLD
2025-01-17,229.4265594482422,231.73099810398455,227.93016912923343,231.5614090278119,68488300,28.653807516419775,,,,,,,,,,HOLD
2025-01-21,222.10421752929688,223.87993275191027,218.85206818023312,223.46094530610958,98070400,23.240757100732935,243.18237991333007,,239.26777034848064,,,,263.8313538988906,222.53340592776954,53277185.0,HOLD
2025-01-22,223.29135131835938,223.58064673096774,219.26106511921876,219.26106511921876,64126500,25.69169022298182,241.88750305175782,,237.74620663132623,,,,264.0592931649398,219.71571293857582,53439395.0,HOLD
2025-01-23,223.1217803955078,226.4836658384098,221.76505253825962,224.19918327232872,60234800,25.566115587176228,240.34971237182617,,236.35340413267687,,,,263.2365445974268,217.46288014622553,49076370.0,HOLD
2025-01-24,222.24388122558594,225.08702882156655,220.877182986192,224.23906824814947,54697900,24.88788833256895,238.72912063598633,,235.00964004628725,,,,261.9225183106001,215.53572296137256,49768325.0,HOLD
2025-01-27,229.3068389892578,231.59132137138346,223.44098442848647,223.48089669223063,94863400,38.92560092868543,237.3155288696289,,234.46651613609396,,,,259.1475116577536,215.4835460815042,53349760.0,HOLD
2025-01-28,237.68663024902344,239.61199368769647,230.25456145518996,230.2944737209622,75707600,50.69837661732804,236.28002700805663,,234.77319367065866,,,,255.86295524314357,216.6970987729697,55773285.0,HOLD
2025-01-29,238.78399658203125,239.2827933650634,233.4468649147594,233.55660081590926,45486100,52.003151254708726,235.4704803466797,,235.1551749003132,,-4.4953908691142885,,253.14033347698748,217.8006272163719,55929825.0,HOLD
2025-01-30,237.0182342529297,240.21053038482776,236.63915907674937,238.09563705158317,55658300,49.722833069747224,234.74173736572266,,235.3326091243719,,-3.8001250140038962,,250.82249665658054,218.66097807486477,56934865.0,HOLD
2025-01-31,235.4320831298828,246.59515764263173,232.87824601959832,246.59515764263173,101075100,47.69945872501245,234.0224723815918,,235.34208283918247,,-3.338625359399714,,248.5538779993686,219.49106676381498,60014585.0,HOLD
2025-02-03,227.4613037109375,231.27211844312274,225.15686500690927,229.43654993330725,73063300,39.090794286773416,233.2323776245117,,234.5915324460163,,-3.5748501949459524,,247.38145293177035,219.08330231725307,60880715.0,HOLD
2025-02-04,232.23977661132812,232.5689843025687,226.10456727432145,226.70312948058964,45067300,45.44721029869414,232.70564804077148,,234.3675556998555,,-3.3379988780926624,,246.1620104775487,219.24928560399425,61121875.0,HOLD
2025-02-05,231.9105682373047,232.11008389811693,227.72067847197073,227.98004730881974,39620300,45.09802709135132,232.080655670166,,234.1335568938983,,-3.140653370473359,,244.4191053945422,219.7422059457898,60850610.0,HOLD
2025-02-06,232.6587677001953,233.23737378273856,229.875473186273,230.7334042435517,29925300,46.11141129762995,231.63223724365236,,233.9931007802123,,-2.8905615954359405,,243.17662158177177,220.08785290553294,60304075.0,HOLD
2025-02-07,227.08221435546875,233.43688010961284,226.71309440770742,232.04025529180169,39707200,40.161276069161616,230.88055114746095,,233.33492112071292,,-3.1065331314339915,,241.51876689823376,220.24233539668813,60407990.0,HOLD
2025-02-10,227.3518524169922,230.2880044885276,226.90244480659103,229.26935130196645,33115600,40.56066167305074,230.43414230346679,,232.7651050536919,,-3.2188299238871707,-3.428766678494318,240.87607608150276,219.9922085254308,58978225.0,HOLD
2025-02-11,232.3153533935547,234.92193591818142,227.83124330015124,227.90114370319637,53718400,47.506253412480085,230.35811386108398,,232.72227156225028,,-2.874181122990649,-3.3178495673935844,240.7217150408289,219.99451268133905,59182610.0,HOLD
2025-02-12,236.55978393554688,236.64967765066982,230.377888084301,230.89721134547665,45243300,52.60627625360996,230.5501724243164,,233.08774893113568,,-2.232815881069655,-3.1008428301287987,241.219494561277,219.8808502873558,59473010.0,HOLD
2025-02-13,241.21368408203125,242.02262084431055,235.2614980047627,236.5997394445533,53614100,57.48381927330109,230.74597854614257,,233.86164751693525,,-1.333625256698923,-2.7473993154428236,242.02949389497127,219.46246319731387,60162115.0,HOLD
2025-02-14,244.2796630859375,245.22841586050225,240.67439035154717,240.93404435379279,40896200,60.376930874691105,231.5744270324707,,234.85383947588787,,-0.3693536474734742,-2.271790181848954,244.19829107090166,218.95056299403976,58618970.0,HOLD
2025-02-18,244.14984130859375,244.85890295305822,241.52328070167576,243.83025306858283,48822500,60.19016413930692,232.3105911254883,,235.7391729837646,,0.3799828122452311,-1.741435583030117,246.01824354246855,218.60293870850802,57635680.0,HOLD
2025-02-19,244.54930114746094,245.68780753699892,242.84154918255663,244.33958470767533,32204200,60.59408857483911,233.43284530639647,,236.57823280887854,,0.9946052357835242,-1.1942274192673887,247.28871443113422,219.57697618165872,54342370.0,HOLD
2025-02-20,245.508056640625,246.4568094488268,243.9700649298591,244.61922281669615,32316900,61.60113061963353,234.54368057250977,,237.42869222142582,,1.5412944076880422,-0.6471230538763026,248.530869530248,220.55649161477155,52751890.0,HOLD
2025-02-21,245.22842407226562,248.36431123309396,244.89885442060717,245.6278941258364,53197400,61.11059863088178,235.64901275634764,,238.17152382626773,,1.9297406547790388,-0.13175031214523442,249.34190164048744,221.95612387220785,52400020.0,HOLD
2025-02-24,246.77639770507812,248.53408727873096,244.09989957647335,244.609226181644,51326400,62.87309367205046,236.87563858032226,,238.99103562424966,,2.3355726121854445,0.3617142727209014,249.92558077304002,223.8256963876045,52231445.0,HOLD
2025-02-25,246.71646118164062,249.67259136851834,244.58926106556868,247.67521063757022,48013300,62.754501996222885,237.7461196899414,,239.72679043923927,,2.62213464974036,0.8137983481247932,250.98171768280307,224.51052169707972,49888940.0,HOLD
2025-02-26,240.0452117919922,244.65915630674968,238.8168269352331,244.01001367840516,44433600,51.18244171502899,237.86404876708986,,239.7571162823586,,2.284587751787342,1.107956228857303,251.13740110399866,224.59069643018105,48325240.0,HOLD
2025-02-27,236.98922729492188,242.14247324939222,236.74953612071198,239.09646458024955,41153600,46.91465253509903,237.77431030273436,,239.49350780736464,,1.7503105043166727,1.2364270839491769,251.0458389267088,224.50278167875993,48108615.0,HOLD
2025-02-28,241.5232696533203,241.77294223985544,229.89851463379637,236.63967447024518,56833400,53.155704252217255,237.99956207275392,,239.68681845936044,,1.6734606495116964,1.323833797061681,251.36470807349914,224.6344160720087,48167370.0,HOLD
2025-03-03,237.71826171875,243.71040379171194,235.80077808405883,241.47333193183624,47184000,48.0502600245739,238.11387100219727,,239.49933686501657,,1.2906464761858274,1.3171963328865102,251.42823534486305,224.7995066595315,45472815.0,HOLD
2025-03-04,235.6210174560547,239.75561031847352,234.3726544629493,237.39870037793833,53798100,45.45860102718401,238.52185668945313,,239.1299731117821,,0.808711083237597,1.2154992829567277,250.97793610260584,226.06577727630042,44509555.0,HOLD
2025-03-05,235.4312744140625,236.2402111793479,228.92979032203158,235.11168617953675,47227600,45.2209589114281,238.68143157958986,238.87724212646484,238.77771609295166,239.61390625556928,0.40677409586012914,1.053754245537408,250.89083334638886,226.47202981279085,44617570.0,HOLD
2025-03-06,235.0218048095703,237.54849020730907,232.8546485518437,234.13297099659667,45170400,44.67815487736145,238.8369934082031,238.59390045166015,238.42001025643916,239.43382384592226,0.05456635558084599,0.8539166675460957,250.7735904572878,226.90039635911842,44895075.0,BUY
2025-03-07,238.7569122314453,241.05388787370777,234.45254396930395,234.80209169163373,46273600,50.51337503052129,239.14190063476562,238.29148681640626,238.4520961588207,239.40727829241337,0.07595556872433917,0.6983244477817444,250.7383511030828,227.54545016644843,45712490.0,HOLD
2025-03-10,227.1820831298828,235.85072354308846,223.92635798057333,235.23152514577004,72071200,37.36164796047283,239.14689407348632,237.74201416015626,237.37876158463612,238.92785887427493,-0.8315002817149377,0.39235950188240803,250.7226361250967,227.57115202187595,47330690.0,BUY
2025-03-11,220.55078125,225.54423318142804,217.16522145004404,223.51689291637274,76137400,32.190643071246754,238.8068405151367,237.00145629882812,235.77609679086123,238.20718916351905,-2.061986920976068,-0.09850978268928717,252.03082400152672,225.5828570287467,49481780.0,BUY
2025-03-12,216.69583129882812,221.4595886104368,214.6285501658544,219.85169651198805,62547500,29.62382718599609,238.0258644104004,236.16743957519532,233.95892864876285,237.36360650215863,-3.3100623533000544,-0.7408202968114407,254.20565146853076,221.84607735227004,49923235.0,BUY
2025-03-13,209.4053955078125,216.55602242060417,208.14705109128238,215.6671885752157,61368300,25.485066905640537,236.66814498901368,235.25604888916016,231.62049692105327,236.26720607100782,-4.831750947671395,-1.5590064269834316,257.1085038602921,216.22778611773523,50729485.0,BUY
2025-03-14,213.21041870117188,213.66980775083542,209.30553558500114,210.97334672214788,60107600,30.910444944700828,235.2679817199707,234.4883953857422,229.86715613820743,235.36301833101425,-5.66535980877498,-2.3802771033417414,257.98112860578493,212.55483483415645,51054160.0,BUY
2025-03-17,213.71974182128906,214.93814530685134,209.69502079955336,213.0306430192638,48073400,31.62804988889195,233.73998565673827,233.76644256591797,228.32930715564376,234.5142623894564,-6.213279894829441,-3.146877661639281,257.88892356128065,209.5910477521959,51413020.0,HOLD
2025-03-18,212.4114532470703,214.8682229774316,211.21302787332291,213.87952928252258,42432400,30.744689385636065,232.1530662536621,233.1494076538086,226.81332106911293,233.64748556034323,-6.676120305552445,-3.8527261904219143,257.49879940860484,206.80733309871937,51093515.0,HOLD
2025-03-19,214.95811462402344,218.47349365471302,213.470060528986,213.93944620866878,54385400,34.57523026478361,230.67350692749022,232.5930825805664,225.6842537886282,232.9145690530366,-6.759510941369939,-4.43408314061152,256.40383437125956,204.94317948372088,52202575.0,HOLD
2025-03-20,213.81961059570312,217.20517028159983,211.94206785632258,213.70975404736055,48862900,33.67840750623354,229.08908462524414,231.98126647949218,224.5542877702544,232.165747152749,-6.838634855550282,-4.914993483599273,254.87291997824008,203.3052492722482,53029875.0,HOLD
2025-03-21,217.98414611816406,218.5533916912833,211.0032951126973,211.2829271905112,94127800,39.826796742575695,227.72687072753905,231.5084066772461,223.92855999386487,231.60960593570647,-6.490479705545965,-5.230090727988611,252.82571402737997,202.62802742769813,55076395.0,HOLD
2025-03-24,220.44091796875,221.1899357355996,218.29373979930335,220.71056863168138,44299500,43.17366774599166,226.41009674072265,231.07490631103516,223.5964036105206,231.17161817229643,-5.947761195888489,-5.373624821568587,250.0967276950734,202.7234657863719,54725050.0,HOLD
2025-03-25,223.45697021484375,223.80651793975238,219.79177838679217,220.48087718007702,34493600,47.06616168918688,225.24712219238282,230.81844512939452,223.58312423950377,230.8690829582787,-5.214176871586517,-5.341735231572173,247.03980331842504,203.4544410663406,54049065.0,HOLD
2025-03-26,221.2398681640625,224.7253029108424,220.18125884970436,223.21727075576553,34466100,44.64521754594361,224.30685501098634,230.56652404785157,223.35995699422367,230.49146669183887,-4.75687334096682,-5.224762853451103,245.06256427329765,203.55114574867503,53550690.0,HOLD
2025-03-27,223.5568389892578,224.69534536875565,220.271139232742,221.1000540446544,37094800,47.674296726691026,223.63523559570314,230.38328857421874,223.3787076604174,230.21952050742394,-4.159548134728226,-5.011719909706527,243.55856784416392,203.71190334724236,53347750.0,HOLD
2025-03-28,217.6146240234375,223.51688772665744,217.39491092445158,221.3796909591809,39818600,41.4149989958105,222.43980331420897,229.98962982177736,222.82974731403834,229.72521084138526,-4.118178889111249,-4.833011705587472,240.7284920254187,204.15111460299926,52497010.0,HOLD
2025-03-31,221.83909606933594,225.32451569687797,215.9468137615173,216.72579102857173,65299300,46.766046435258325,221.64584503173828,229.87219787597655,222.73539957644763,229.4159514385598,-3.701841352398219,-4.606777634949622,238.5378717708026,204.75381829267394,53402775.0,HOLD
2025-04-01,222.897705078125,223.3870536043053,218.61331487709137,219.5221267668628,36412700,48.046647231157685,221.0096794128418,229.7416207885742,222.75085724327406,229.16033393422904,-3.2490173060969028,-4.335225569179078,236.66132732709906,205.35803149858452,52533505.0,HOLD
2025-04-02,223.59678649902344,224.89508702876748,220.73055001137135,221.03016017035932,35905900,48.92052032679706,220.41795501708984,229.77147216796874,222.8314219342978,228.94215560343667,-2.801447614523056,-4.028469978247874,234.67683560179876,206.15907443238092,51967420.0,HOLD
2025-04-03,202.9239044189453,207.2182761783418,200.9864426085102,205.27081771109022,103419000,31.856258493957412,218.81305999755858,229.36412322998046,220.9354678852166,227.92183202757428,-4.0679810692276135,-4.036372196443822,233.3583959836383,204.26772401147886,54879850.0,HOLD
2025-04-04,188.13330078125,199.61824028069563,187.09465424061224,193.6360793511012,125910900,25.10816651289697,216.28187942504883,228.6643536376953,217.81145197055312,226.36149746889492,-6.193797814590312,-4.46785732007312,233.4468838035526,199.11687504654506,58861715.0,HOLD
2025-04-07,181.2223663330078,193.89573468350994,174.39131242893686,176.967935484531,160466300,22.68964735902884,213.98389358520507,227.84392333984374,214.32677714792976,224.59133546356603,-8.340038778314437,-5.242293611721384,236.2456415651456,191.72214560526453,63281470.0,HOLD
2025-04-08,172.19419860839844,190.09072892121037,168.9884109270566,186.4554964395268,120859500,19.981841248993888,211.566064453125,226.70167053222656,210.31415062035535,222.53654578297122,-10.646719137858412,-6.323178716948789,240.07663706759814,183.05549183865185,65517575.0,HOLD
2025-04-09,198.58958435058594,200.3472738997123,171.6648855169899,171.72480450043201,184395900,41.836843772842215,210.6607521057129,225.91972961425782,209.1975252613297,221.59744925621104,-10.227002390114592,-7.10394345158195,239.60879685163144,181.71270735979436,71609995.0,HOLD
2025-04-10,190.17062377929688,194.52491452460524,182.76034285398336,188.82240088513313,121880000,38.24851648258145,209.69901351928712,224.94746215820314,207.385439405898,220.36502472770462,-10.453215440844161,-7.773797849434392,239.9965945762996,179.40143246227464,74635580.0,HOLD
2025-04-11,197.89048767089844,199.27866665425725,185.81632494094944,185.856281088865,87435900,43.07030177142077,208.93301696777343,224.1649072265625,206.481158288279,219.48367033332008,-9.89549332751767,-8.198136945051049,239.6090447143813,178.25698922116555,76001995.0,HOLD
2025-04-14,202.25477600097656,212.6611277249045,200.8965565016436,211.1630921847052,101352900,45.65385656970646,208.35976867675782,223.50136108398436,206.0786456894883,218.80802741832622,-8.99761404627256,-8.358032365295351,239.08502632279743,177.63451103071822,78665970.0,HOLD
2025-04-15,201.87527465820312,203.24347561495443,199.53834280484799,201.59564256833872,51343900,45.46066013877951,207.83295974731445,222.9896405029297,205.67832463888973,218.1439978983214,-8.221884072113482,-8.330802706658979,238.62350780652935,177.04241168809955,79111545.0,HOLD
2025-04-16,194.0155792236328,200.4371508814261,192.11805840887246,198.10021911176236,59732400,41.53995044097403,206.78583297729492,222.22515655517577,204.56758698029384,217.1977854012748,-8.14740598945184,-8.294123363217551,237.95797416779834,175.6136917867915,79378895.0,HOLD
2025-04-17,196.72203063964844,198.56961397436802,194.16538565496842,196.94174374665747,51334300,43.35168733727421,205.9309539794922,221.52138580322264,203.82039113832764,216.39481462630908,-7.780307025525332,-8.191360095679109,237.22217210819952,174.63973585078486,79502465.0,HOLD
2025-04-21,192.9070281982422,193.54618940120912,189.56140949031536,193.01688474432112,46742500,41.40383604402026,204.6770980834961,220.7263510131836,202.7810232392719,215.47372496246334,-7.708360088709071,-8.094760094285101,235.9456182587682,173.408577908224,77133200.0,HOLD
2025-04-22,199.47842407226562,201.32599215129426,195.71335703344474,195.8631544964882,52976400,45.911985691542796,203.62897338867188,220.17427520751954,202.4664899852713,214.84645826088698,-7.039932930726252,-7.883794661573332,234.1089952270476,173.14895155029618,77567045.0,HOLD
2025-04-23,204.33206176757812,207.7276030292648,202.5344160012944,205.7302222309065,52929200,49.03108318743397,202.6727279663086,219.71387939453126,202.64416348834814,214.43412898663956,-6.048824510108233,-7.516800631280312,231.7732964326233,173.5721594999939,78488825.0,HOLD
2025-04-24,208.09710693359375,208.5565112075726,202.67422555441442,204.62166872266098,47311000,51.3736248697155,202.01558990478514,219.22951446533204,203.1634914355144,214.18561831789268,-4.9030371073765195,-6.9940479264995545,229.98079689036982,174.05038291920047,79131070.0,SELL
2025-04-25,209.00592041015625,209.47530610539675,205.92995222724628,206.0997277622984,38222300,51.947721712068244,201.28804397583008,218.67843719482423,203.71991324262316,213.98249290974616,-3.8769674164236108,-6.3706318244843665,227.68697143742673,174.88911651423342,79187445.0,SELL
2025-04-28,209.8647918701172,211.2230113707532,207.1883090170199,209.72497582911666,38743100,52.51825115922307,200.90055236816406,218.05145935058593,204.30513977857498,213.82101443760385,-2.960370733926027,-5.688579606372699,226.5462820286132,175.2548227077149,79133670.0,SELL
2025-04-29,210.9333953857422,211.96204522644123,208.09710321217068,208.41669143858087,36827600,53.261799449957216,200.3552673339844,217.38453399658204,204.93640221735282,213.70777447478574,-2.123258286461521,-4.975515342390464,224.62378958155304,176.08674508641573,77710085.0,SELL
2025-04-30,212.22171020507812,213.30029766677714,206.399343338795,209.02590396975114,52286500,54.19312858862171,199.82146759033202,216.74597137451173,205.63024107332666,213.64949744460114,-1.3404327276581114,-4.248498819443993,222.50078849745657,177.14214668320747,78503775.0,SELL
2025-05-01,213.04063415527344,214.2790004444518,208.62640936955898,208.80618155790114,57365700,54.809558971950146,199.29365997314454,216.11579803466796,206.33599279541681,213.6256204528628,-0.6465050063275442,-3.5281000568207035,220.15351108425335,178.43380886203573,79576765.0,SELL
2025-05-02,205.08106994628906,206.71892151455646,201.89524528415058,205.82009105417706,101010600,48.0423710030756,199.40151824951172,215.30725830078126,206.21647633359512,213.2905400408403,-0.7304128537929273,-2.9685626162151486,220.35742296963062,178.44561352939283,79456345.0,HOLD
2025-05-05,198.62953186035156,203.83271551835597,197.9504297070337,202.83402512431957,69018500,43.368419655647614,199.92632980346679,214.37528045654298,205.49391019328624,212.71559854356624,-1.302481437964019,-2.6353463805649224,220.24314258462528,179.6095170223083,76611725.0,HOLD
2025-05-06,198.25001525878906,200.38721199140494,196.7619763948813,197.9504203457911,51216500,43.10276521263382,200.77771224975587,213.4047528076172,204.80401543761985,212.14832076769264,-1.7661150554538665,-2.4615001155427114,219.22948261183592,182.3259418876758,71149235.0,HOLD
2025-05-07,195.99298095703125,199.1788056079939,192.99690991055434,198.90915494694545,68536700,41.47561233727167,201.9676513671875,212.390283203125,203.9648692966114,211.51477803001967,-2.2892824202319844,-2.4270565764805663,215.23336994454866,188.70193278982634,68533095.0,HOLD
2025-05-08,197.2313690185547,199.78801395815432,194.42503624466005,197.46106353953903,50478900,42.75258726268126,201.89974060058594,211.53400634765626,203.3235835558441,210.95464434329554,-2.574293901458219,-2.456504041476097,215.24758869038405,188.55189251078784,61837245.0,HOLD
2025-05-09,198.27000427246094,200.2773664943336,197.28129528859796,198.739389980464,36453900,43.85899863788757,202.30470962524413,210.75962188720703,202.84229029076,210.4572074777726,-2.685402718045111,-2.5022837767899,214.65904529598942,189.95037395449884,57565940.0,HOLD
2025-05-12,210.7899932861328,211.27000427246094,206.75,210.97000122070312,63775800,55.11921601582069,202.94968490600587,210.14495635986327,203.5992143855574,210.4702579016299,-1.7431053428496739,-2.350448090001855,215.65671343682217,190.24265637518957,56382935.0,SELL
2025-05-13,212.92999267578125,213.39999389648438,209.0,210.42999267578125,51909300,56.71721394780036,203.4834457397461,209.64919097900392,204.4878599370073,210.56671808885153,-0.8142615181764654,-2.043210775636777,216.90558046307046,190.0613110164217,53910755.0,SELL
2025-05-14,212.3300018310547,213.94000244140625,210.5800018310547,212.42999267578125,49325800,56.113957002337486,204.00618209838868,209.18337066650392,205.23473059358324,210.63586647089872,-0.12511805890156324,-1.6595922322897345,217.94159581375123,190.07076838302612,53809850.0,SELL
2025-05-15,211.4499969482422,212.9600067138672,209.5399932861328,210.9499969482422,45029500,55.18681152086989,204.87790298461914,208.7037451171875,205.82666072259838,210.66779315628474,0.34603517989464194,-1.2584667498528594,218.37885898587766,191.37694698336063,53074705.0,SELL
2025-05-16,211.25999450683594,212.57000732421875,209.77000427246094,212.36000061035156,54737900,54.97560574186071,205.60480117797852,208.22850891113282,206.34412108300194,210.6910167386593,0.6960720220313874,-0.8675589954760101,218.83374129848636,192.37586105747067,53244885.0,SELL
2025-05-19,208.77999877929688,209.47999572753906,204.25999450683594,207.91000366210938,46140500,52.16913471921731,206.39844970703126,207.62897064208985,206.57610943503005,210.6160748579,0.7645505494626548,-0.5411370864882772,218.32552114111817,194.47137827294435,53214785.0,SELL
2025-05-20,206.86000061035156,208.47000122070312,205.02999877929688,207.6699981689453,42496600,50.039345026553605,206.76752853393555,207.22252899169922,206.60314668982258,210.4687778285844,0.6563267435232945,-0.3016443204859629,218.26428508359095,195.27077198428015,52690795.0,SELL
2025-05-21,202.08999633789062,207.0399932861328,200.7100067138672,205.1699981689453,59211800,45.1119505765453,206.65542526245116,206.85331329345703,206.17332284678145,210.14019816228267,0.18354334398964056,-0.20460678759084222,218.28791013899993,195.0229403859024,53004925.0,HOLD
2025-05-22,201.36000061035156,202.75,199.6999969482422,200.7100067138672,46742400,44.3915202838092,206.31856994628907,206.5465966796875,205.7149112052167,209.79587668965792,-0.2471959398246497,-0.2131246180376037,218.15298727998402,194.48415261259413,52976495.0,HOLD
2025-05-23,195.27000427246094,197.6999969482422,193.4600067138672,193.6699981689453,78432900,38.82153037725088,205.63177413940429,206.26388885498048,204.72015816400187,209.22623463408158,-1.0676643636154495,-0.3840325671531729,218.3257282079083,192.93782007090027,54987025.0,HOLD
2025-05-27,200.2100067138672,200.74000549316406,197.42999267578125,198.3000030517578,56288500,44.86487760663994,205.1490348815918,206.00388061523438,204.2906199306557,208.87265706858298,-1.3042401206770649,-0.5680740778579514,217.89657369152576,192.40149607165785,55864295.0,HOLD
2025-05-28,200.4199981689453,202.72999572753906,199.89999389648438,200.58999633789062,45339700,45.11308055622002,204.62336502075195,205.7378857421875,203.9219892866833,208.54118024898935,-1.4579769069079873,-0.7460546436679586,217.23983928489986,192.00689075660404,56289900.0,HOLD
2025-05-29,199.9499969482422,203.80999755859375,198.50999450683594,203.5800018310547,51396800,44.628823365249794,204.00977935791016,205.48865661621093,203.54370430206984,208.20427109994046,-1.5993038093739642,-0.9167044768091598,216.27723945833526,191.74231925748506,56245415.0,HOLD
2025-05-30,200.85000610351562,201.9600067138672,196.77999877929688,199.3699951171875,70819900,45.8279944110431,203.40024795532227,205.2064944458008,203.28716161649325,207.91586855106107,-1.6200087284423148,-1.0573653271357908,215.00585129690617,191.79464461373837,56918125.0,HOLD
2025-06-02,201.6999969482422,202.1300048828125,200.1199951171875,200.27999877929688,35423300,46.99550831025618,203.23119430541993,204.96410217285157,203.13600307665982,207.6721088803623,-1.5499633557291475,-1.155884932854462,214.83243779740621,191.62995081343365,53638760.0,HOLD
2025-06-03,203.27000427246094,203.77000427246094,200.9600067138672,201.35000610351562,46381600,49.174429493164986,203.46321792602538,204.6698193359375,203.14876509530754,207.49947732711126,-1.3521783528882452,-1.1951436168612188,214.87105525434123,192.05538059770953,52506915.0,HOLD
2025-06-04,202.82000732421875,206.24000549316406,202.10000610351562,202.91000366210938,43604000,48.558281933437755,203.69171752929688,204.31740112304686,203.11745483139433,207.31596869954686,-1.2177063453611083,-1.1996561625611968,214.85313105090137,192.5303040076924,52126290.0,HOLD
2025-06-05,200.6300048828125,204.75,200.14999389648438,203.5,55126100,45.56597729377898,203.92356872558594,203.86086181640624,202.8805548362913,207.05377404006708,-1.273174837976427,-1.214359897644243,214.6185600671193,193.22857738405258,51455760.0,BUY
2025-06-06,203.9199981689453,205.6999969482422,202.0500030517578,203.0,46607700,50.50084355599703,204.25800018310548,203.5144644165039,202.9795494394012,206.93088086865058,-1.0396743368527268,-1.1794227854859398,214.5038948420592,194.01210552415176,51262200.0,HOLD
2025-06-09,201.4499969482422,206.0,200.02000427246094,204.38999938964844,72862600,47.0520267050145,204.41699981689453,203.0723275756836,202.83387777357655,206.71594424432087,-1.0419213426170018,-1.1519224969121522,214.38108488560093,194.45291474818814,53082635.0,BUY
2025-06-10,202.6699981689453,204.35000610351562,200.57000732421875,200.60000610351562,54672600,48.90800189887544,204.01100006103516,202.77343505859375,202.8182701921831,206.55727969234536,-0.934486035024463,-1.1084352045346144,213.5562104751215,194.46578964694882,52627475.0,BUY
2025-06-11,198.77999877929688,204.5,198.41000366210938,203.5,60989900,43.65366960773159,203.30350036621093,202.31225311279297,202.43367291476537,206.25228828399054,-1.1499770013552677,-1.116743563898745,212.1732133044072,194.43378742801465,53081505.0,BUY
2025-06-12,199.1999969482422,199.67999267578125,197.36000061035156,199.0800018310547,43904600,44.34884492590276,202.64700012207032,201.8382989501953,202.1257037750965,205.9757278394514,-1.2721996765834263,-1.1478347864356813,210.64825250185874,194.6457477422819,52810445.0,BUY
2025-06-13,196.4499969482422,200.3699951171875,195.6999969482422,199.72999572753906,51447300,40.799459988479,201.89700012207032,201.2953631591797,201.58516026777704,205.60216976528633,-1.5728334001771884,-1.2328345091839827,209.24220663298868,194.55179361115196,53131335.0,BUY
2025-06-16,198.4199981689453,198.69000244140625,196.55999755859375,197.3000030517578,43020700,44.242130389783725,201.25500030517577,201.2052850341797,201.2837162583645,205.32051597719453,-1.6332975204275897,-1.3129271114327041,207.3532114670693,195.15678914328225,52545475.0,BUY
2025-06-17,195.63999938964844,198.38999938964844,195.2100067138672,197.1999969482422,38856200,40.64968818988835,200.59800033569337,201.35541900634766,200.74621941372487,204.94088787572213,-1.8838229016454306,-1.4271062694752497,206.1154372573638,195.08056341402295,52181260.0,HOLD
2025-06-18,196.5800018310547,197.57000732421875,195.07000732421875,195.94000244140625,45350400,42.35416368527526,200.08400039672853,201.6625717163086,200.3494367868039,204.61300999161753,-1.9836494539786145,-1.5384149063759227,205.06111395222229,195.10688684123477,52323950.0,HOLD
